Year,Province,District,Cause_of_Death,Cause_of_Incident,Remarks,Key_Impacts,Lessons_Failures,Total_Deaths_Cum,Persons_Affected,Est_Damages_USD_Mn,Combined_Text,Data_Quality_Label,Sentiment,Text_Word_Count
2005,Punjab,All (Province Level),Structure Collapse,Monsoon Floods 2005,Punjab provincial aggregate; monsoon season 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",Monsoon 2005 response coordinated through provincial PDMA,192,864862,13.8,"Punjab provincial aggregate; monsoon season 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland Monsoon 2005 response coordinated through provincial PDMA",Valid,Negative,25
2005,Punjab,Lahore,Drowning,Monsoon Floods 2005,Lahore district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,7,29771,0.5,"Lahore district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Multan,Drowning,Monsoon Floods 2005,Multan district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,6,28236,0.5,"Multan district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Faisalabad,Structure Collapse,Monsoon Floods 2005,Faisalabad district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,6,29181,0.5,"Faisalabad district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Rawalpindi,Flash Flood,Monsoon Floods 2005,Rawalpindi district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,7,30741,0.5,"Rawalpindi district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Gujranwala,Drowning,Monsoon Floods 2005,Gujranwala district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,5,22962,0.4,"Gujranwala district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Sargodha,Drowning,Monsoon Floods 2005,Sargodha district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,6,28809,0.5,"Sargodha district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Sialkot,Drowning,Monsoon Floods 2005,Sialkot district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,12,55745,0.9,"Sialkot district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Jhang,Structure Collapse,Monsoon Floods 2005,Jhang district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,4,16885,0.3,"Jhang district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Muzaffargarh,Drowning,Monsoon Floods 2005,Muzaffargarh district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,6,28300,0.5,"Muzaffargarh district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Rahim Yar Khan,Structure Collapse,Monsoon Floods 2005,Rahim Yar Khan district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,5,20798,0.3,"Rahim Yar Khan district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,28
2005,Punjab,Bahawalnagar,Structure Collapse,Monsoon Floods 2005,Bahawalnagar district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,6,25947,0.4,"Bahawalnagar district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Bahawalpur,Structure Collapse,Monsoon Floods 2005,Bahawalpur district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,10,46048,0.7,"Bahawalpur district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,D.G. Khan,Drowning,Monsoon Floods 2005,D.G. Khan district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,9,42683,0.7,"D.G. Khan district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,27
2005,Punjab,Rajanpur,Structure Collapse,Monsoon Floods 2005,Rajanpur district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,4,19889,0.3,"Rajanpur district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Mianwali,Flash Flood,Monsoon Floods 2005,Mianwali district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,8,36367,0.6,"Mianwali district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Khushab,Drowning,Monsoon Floods 2005,Khushab district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,11,47948,0.8,"Khushab district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Chakwal,Drowning,Monsoon Floods 2005,Chakwal district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,10,43023,0.7,"Chakwal district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Jhelum,Drowning,Monsoon Floods 2005,Jhelum district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,4,17651,0.3,"Jhelum district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Kasur,Drowning,Monsoon Floods 2005,Kasur district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,6,28799,0.5,"Kasur district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Sheikhupura,Drowning,Monsoon Floods 2005,Sheikhupura district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,7,30378,0.5,"Sheikhupura district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Gujrat,Structure Collapse,Monsoon Floods 2005,Gujrat district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,7,33535,0.5,"Gujrat district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Hafizabad,Structure Collapse,Monsoon Floods 2005,Hafizabad district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,10,46915,0.7,"Hafizabad district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Narowal,Drowning,Monsoon Floods 2005,Narowal district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,6,27024,0.4,"Narowal district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Layyah,Structure Collapse,Monsoon Floods 2005,Layyah district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,6,28922,0.5,"Layyah district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
2005,Punjab,Bhakkar,Drowning,Monsoon Floods 2005,Bhakkar district; Punjab province; monsoon 2005,"Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland",District-level response; PDMA Punjab coordinated with local administration,9,38714,0.6,"Bhakkar district; Punjab province; monsoon 2005 Riverine flooding along Indus, Jhelum, Chenab rivers; crop damage in agricultural heartland District-level response; PDMA Punjab coordinated with local administration",Incomplete,Neutral,26
